cf295e79fa5693fb2bbb3bd86ed4e65787e8cd45 90f30e
0a5399c3880fa937244bed50f8d89483c55bf39a 967b43
5224aca90d820d268e2ccc292184463ebcc9c184 87c075
f98051439b068e13acd75dba6df950b6c9e8e70c d3416f
d5d846466b046a09becb740339f407097737e789 991c79
a224687a0075ad114701d6e3d25213eeca00e1d2 87b87d
b188e01d7b9f7b583737cd76b53dc23862d41f14 43453c
76859fa9c0c9ebfae01410bfaa48f87672189644 a0d787
f4d4682979931ce5e651ee9aab6d446f1735df60 6dc089
74683c122f1a872df9655d59ed2ca316220d26c6 5dbda4
7e636609789d1377c029528e031b679f8e68de41 df00a6
4dd99552c962305bb6f77e4ef11ff75e6dcffbd6 c063ba
63a52b40500f4e08d6c2fb1b05872deb1c94e1c6 7f529d
53867d966d8e555907c6a1b27408b830b0c4042f 808867
3ac8701758363a0e0e41c025e5744ed815ab4a78 79c3f7
1b8966725b656525fa490ac59fc6ac2ce497ac03 195e51
83de3b12b114e13930cf1317d284bde0972d272c 3bf8c0
a92da70b2301d80c7e1f8e70f0fa4410d3c3bbbf 71c6ce
c184ac994a88c2ec5a6cd6bea3b51d7cd30551d2 e899cb
b87cd9f8f30b3ed5ea7b1088a53f19dd5b3cda74 81139f
ee4ea82bac925eeccca776b940e0dce663f46b00 661ebf
0405fd6ba8e29df25a55f4ee23bd584f87cbb344 aa6aec
e9ffe29732777f91e32b5546bd1a9df3d56dc69f bc4ba0
476acceb211fb73e70bf62912ddb762389c45b83 7c2257
638c8221bb4bb56b4027044f12693c0ea9221184 f7cdc5
281c59f34850c708de2e4861edf8c7e9d3d9cb51 e17087
ee66e32a3846881b6fbede820c2c0d211adf452f 414ad2
5cd4b015ade26118a6769d12ebe47610b5fd55f1 21e5de
c818c52c3c54662291a44ab28ca310b27d5f62a2 380cba
0bc63fd18cbd159ba987ef279309e5e5c8c008c6 b22ef0
5694003e8d94f3d6aad189a02f7c450d69765d3e 2183c7
8d67177721aab890f8018da6381f77fe10e49b41 f1ca6e
b45202fac922ac29554c1b38bf95339ec0e0a0ad 4a3af4
c0f23969203519f858bdb68f672177253d1445ae b32a2c
84708d75111cc1aaa6bc6dc0a274ef9c45f9e3d2 fdd329
a73122b63aac94b8e0605ccf3dc552c886991308 2cdf4b
60f03c7256ebc2c1a39be40547ba822056e60911 70199f
766a46c2e110b88f943a012ee64dd195f4d59fd0 dab0b4
8f9ac2502b6d28fba7a2b62a982e89a17df4a656 636bd1
a70a307e449ccfeaa4c96bbe399029b62091ad2e 78c40f
fc3045f86805e6304d922e1f0674147b19e0f09c 6d68cd
849d753308d1426d3f2301d8ea560831ac324690 60bd71
09a9021ff41f5feebc207c2e8eb1ea4fe54dafb9 2c252f
ad588c85e2e6c841387a41a46b031765df38439f dcf402
7cac033eb1755994de217817d172233ba71fa188 9680b2
46f16137febe7a946ed8b28d17b0a99185f8e518 4e8b9a
ba24a1f762a831c2d41c899cbb36fc1e82689a94 8ee9b9
0479d12bbc772d013fea755e0fa19cddd13dbbfa 464259
69bae9a6f8b4c7907a8658d3e5273fdd086ecb0e e6b14e
15e02499bb1c0c2efe40e777a540f34884e5417a b19ed6
1a8415d46aa7bde7af7bbae94c4fb804b9b7ff95 d8831a
e0e86c206a62f0fcf181ca5e8ae0826d8aefe99d 739989
1136963e5aadc0ded6dec50fbcad37453dc0937e d211f1
b512ef8d3d4d2c38a469fc87cca507f41061cb1e 4eb78a
78cd73214a4dfff0e9b64b9f46a1cf9e3da05aa1 040715
13a42d13ca02062364261ff0c5ac11e5bac315a8 210fdd
4f7676e6517cc997c6b30f8152975175c9766a09 96df35
4b2337c5382f8140bf6d35c9315fe83c79a6764c d11580
534a9c3885993c24034e171456e9e52b543fd856 a8ba36
d7bcc11844a1e1daffd697faf6d6fb13858dc601 e6deb2
79ed190ed5bf4fdfe03269a16fa3363380c2eab5 be7524
489da4a60333b43e0d5d6c0dedb23b6306c77a24 f1c085
9fe58c9fe0924da159eed31255311914179cee12 b3b968
d985ef1d74a4f3aecb36528e51392a6533c9fa2f 730050
15dfe2d9c7a12a22e279d41876f500cf63ff6ea7 f306ab
ba332b34ab1f1871c062520494caf33251bd4ac8 f00507
bade0431afb0ac2835e51b06adae4b8a3dc8fc8b c7a233
